chromosome,transcriptID
12,ENST00000535274
12,ENST00000535844
12,ENST00000548055
12,ENST00000549002
12,ENST00000546192
12,ENST00000546557
12,ENST00000547484
12,ENST00000551472
12,ENST00000548455
12,ENST00000548822
12,ENST00000549624
12,ENST00000548245
12,ENST00000548838
12,ENST00000377035
12,ENST00000339777
12,ENST00000537729
12,ENST00000636728
12,ENST00000551163
12,ENST00000547191
12,ENST00000550333
12,ENST00000552121
12,ENST00000356891
12,ENST00000552847
12,ENST00000550423
12,ENST00000551914
12,ENST00000453037
12,ENST00000293618
12,ENST00000550803
12,ENST00000436874
12,ENST00000547611
12,ENST00000547997
12,ENST00000446861
12,ENST00000343315
12,ENST00000267199
12,ENST00000643696
12,ENST00000690178
12,ENST00000652603
12,ENST00000693112
12,ENST00000689813
12,ENST00000685120
12,ENST00000692384
12,ENST00000537317
12,ENST00000393042
12,ENST00000299157
12,ENST00000556029
12,ENST00000604560
12,ENST00000548371
12,ENST00000551311
12,ENST00000546445
12,ENST00000342502
12,ENST00000685450
12,ENST00000534967
12,ENST00000552821
12,ENST00000552660
12,ENST00000320634
12,ENST00000550890
12,ENST00000550195
12,ENST00000543633
12,ENST00000541169
12,ENST00000536212
12,ENST00000451053
12,ENST00000261729
12,ENST00000546530
12,ENST00000552863
12,ENST00000550635
12,ENST00000547871
12,ENST00000551039
12,ENST00000551994
12,ENST00000544349
12,ENST00000447411
12,ENST00000553173
12,ENST00000541765
12,ENST00000535347
12,ENST00000537793
12,ENST00000536824
12,ENST00000424061
12,ENST00000684302
12,ENST00000229329
12,ENST00000534981
12,ENST00000535610
12,ENST00000538498
12,ENST00000359674
12,ENST00000397296
12,ENST00000361484
12,ENST00000652382
12,ENST00000392474
12,ENST00000347034
12,ENST00000538733
12,ENST00000337174
12,ENST00000324774
12,ENST00000545538
12,ENST00000412367
12,ENST00000404169
12,ENST00000402834
12,ENST00000446440
12,ENST00000392473
12,ENST00000543477
12,ENST00000445055
12,ENST00000343164
12,ENST00000546319
12,ENST00000539260
12,ENST00000399788
12,ENST00000550298
12,ENST00000550058
12,ENST00000548200
12,ENST00000248306
12,ENST00000258499
12,ENST00000393091
12,ENST00000552440
12,ENST00000537435
12,ENST00000551837
12,ENST00000549639
12,ENST00000548755
12,ENST00000544485
12,ENST00000547291
12,ENST00000279488
12,ENST00000470612
12,ENST00000335209
12,ENST00000549210
12,ENST00000462502
12,ENST00000541210
12,ENST00000545145
12,ENST00000392561
12,ENST00000261741
12,ENST00000552384
12,ENST00000436453
12,ENST00000542272
12,ENST00000308385
12,ENST00000544760
12,ENST00000382841
12,ENST00000542365
12,ENST00000535024
12,ENST00000536668
12,ENST00000543626
12,ENST00000538332
12,ENST00000503306
12,ENST00000506169
12,ENST00000504797
12,ENST00000507904
12,ENST00000504338
12,ENST00000514196
12,ENST00000401977
12,ENST00000243112
12,ENST00000337581
12,ENST00000505128
12,ENST00000514685
12,ENST00000506595
12,ENST00000508394
12,ENST00000682136
12,ENST00000513838
12,ENST00000509864
12,ENST00000635546
12,ENST00000312492
12,ENST00000430889
12,ENST00000303406
12,ENST00000319080
12,ENST00000703543
12,ENST00000537503
12,ENST00000506868
12,ENST00000538986
12,ENST00000301466
12,ENST00000551896
12,ENST00000548086
12,ENST00000636945
12,ENST00000551216
12,ENST00000599343
12,ENST00000355133
12,ENST00000545061
12,ENST00000627620
12,ENST00000354534
12,ENST00000668547
12,ENST00000637709
12,ENST00000538872
12,ENST00000638820
12,ENST00000667214
12,ENST00000546961
12,ENST00000642069
12,ENST00000546609
12,ENST00000546567
12,ENST00000228606
12,ENST00000622602
12,ENST00000539585
12,ENST00000531678
12,ENST00000533467
12,ENST00000390675
12,ENST00000390673
12,ENST00000662684
12,ENST00000535014
12,ENST00000536014
12,ENST00000543507
12,ENST00000498926
12,ENST00000704860
12,ENST00000317555
12,ENST00000535036
12,ENST00000538766
12,ENST00000542657
12,ENST00000542282
12,ENST00000357997
12,ENST00000549499
12,ENST00000551521
12,ENST00000546711
12,ENST00000451107
12,ENST00000548069
12,ENST00000343958
12,ENST00000446242
12,ENST00000552624
12,ENST00000552744
12,ENST00000704719
12,ENST00000551304
12,ENST00000549671
12,ENST00000547046
12,ENST00000704718
12,ENST00000552074
12,ENST00000704717
12,ENST00000704716
12,ENST00000543955
12,ENST00000454808
12,ENST00000541216
12,ENST00000545720
12,ENST00000250559
12,ENST00000393436
12,ENST00000425247
12,ENST00000489473
12,ENST00000422358
12,ENST00000541167
12,ENST00000538283
12,ENST00000341355
12,ENST00000537460
12,ENST00000450214
12,ENST00000545270
12,ENST00000538980
12,ENST00000704715
12,ENST00000542018
12,ENST00000534899
12,ENST00000453560
12,ENST00000378985
12,ENST00000540209
12,ENST00000540781
12,ENST00000535492
12,ENST00000539091
12,ENST00000542145
12,ENST00000485252
12,ENST00000541386
12,ENST00000538877
12,ENST00000543697
12,ENST00000543393
12,ENST00000704714
12,ENST00000704711
12,ENST00000704710
12,ENST00000545921
12,ENST00000396007
12,ENST00000704299
12,ENST00000704298
12,ENST00000704297
12,ENST00000704296
12,ENST00000646273
12,ENST00000537393
12,ENST00000392977
12,ENST00000392979
12,ENST00000546991
12,ENST00000644049
12,ENST00000367206
12,ENST00000549155
12,ENST00000699336
12,ENST00000239830
12,ENST00000412006
12,ENST00000543504
12,ENST00000535052
12,ENST00000549985
12,ENST00000547860
12,ENST00000552142
12,ENST00000547249
12,ENST00000228741
12,ENST00000422000
12,ENST00000540180
12,ENST00000451604
12,ENST00000535430
12,ENST00000704300
12,ENST00000538083
12,ENST00000704709
12,ENST00000704708
12,ENST00000704707
12,ENST00000704706
12,ENST00000704705
12,ENST00000457153
12,ENST00000261205
12,ENST00000704704
12,ENST00000704703
12,ENST00000704702
12,ENST00000704701
12,ENST00000704700
12,ENST00000441133
12,ENST00000704699
12,ENST00000704697
12,ENST00000704696
12,ENST00000393240
12,ENST00000307046
12,ENST00000392905
12,ENST00000424202
12,ENST00000644491
12,ENST00000392904
12,ENST00000337514
12,ENST00000329406
12,ENST00000446891
12,ENST00000536729
12,ENST00000704698
12,ENST00000551301
12,ENST00000538698
12,ENST00000542417
12,ENST00000247829
12,ENST00000546561
12,ENST00000553277
12,ENST00000243077
12,ENST00000338962
12,ENST00000554174
12,ENST00000554118
12,ENST00000555124
12,ENST00000288912
12,ENST00000397454
12,ENST00000293373
12,ENST00000548221
12,ENST00000545638
12,ENST00000546333
12,ENST00000397325
12,ENST00000411988
12,ENST00000328957
12,ENST00000541995
12,ENST00000538356
12,ENST00000542942
12,ENST00000261637
12,ENST00000266674
12,ENST00000536515
12,ENST00000540815
12,ENST00000405493
12,ENST00000393330
12,ENST00000641899
12,ENST00000267260
12,ENST00000308025
12,ENST00000551802
12,ENST00000548428
12,ENST00000551228
12,ENST00000538305
12,ENST00000700683
12,ENST00000700682
12,ENST00000538714
12,ENST00000299275
12,ENST00000539256
12,ENST00000540972
12,ENST00000429027
12,ENST00000332700
12,ENST00000495953
12,ENST00000258534
12,ENST00000551403
12,ENST00000549365
12,ENST00000549066
12,ENST00000551468
12,ENST00000552512
12,ENST00000547135
12,ENST00000552802
12,ENST00000550834
12,ENST00000703182
12,ENST00000703181
12,ENST00000552369
12,ENST00000703179
12,ENST00000544152
12,ENST00000549906
12,ENST00000466322
12,ENST00000395358
12,ENST00000551035
12,ENST00000413095
12,ENST00000439210
12,ENST00000551285
12,ENST00000552787
12,ENST00000547079
12,ENST00000315970
12,ENST00000550848
12,ENST00000552423
12,ENST00000389142
12,ENST00000257966
12,ENST00000700665
12,ENST00000700664
12,ENST00000552285
12,ENST00000700663
12,ENST00000700662
12,ENST00000700661
12,ENST00000389146
12,ENST00000526639
12,ENST00000412157
12,ENST00000350887
12,ENST00000700660
12,ENST00000700659
12,ENST00000700658
12,ENST00000700657
12,ENST00000435406
12,ENST00000550372
12,ENST00000700667
12,ENST00000700668
12,ENST00000548434
12,ENST00000548919
12,ENST00000389212
12,ENST00000549151
12,ENST00000547856
12,ENST00000449771
12,ENST00000549687
12,ENST00000548392
12,ENST00000635101
12,ENST00000360820
12,ENST00000550251
12,ENST00000548871
12,ENST00000495465
12,ENST00000308366
12,ENST00000549767
12,ENST00000548418
12,ENST00000552270
12,ENST00000652515
12,ENST00000258494
12,ENST00000261654
12,ENST00000542091
12,ENST00000535015
12,ENST00000446583
12,ENST00000335486
12,ENST00000543617
12,ENST00000700670
12,ENST00000423423
12,ENST00000553098
12,ENST00000546625
12,ENST00000299045
12,ENST00000703370
12,ENST00000703338
12,ENST00000549926
12,ENST00000553106
12,ENST00000307000
12,ENST00000635477
12,ENST00000550978
12,ENST00000551337
12,ENST00000546844
12,ENST00000703369
12,ENST00000548750
12,ENST00000381000
12,ENST00000703368
12,ENST00000434676
12,ENST00000546649
12,ENST00000703367
12,ENST00000547312
12,ENST00000703365
12,ENST00000703337
12,ENST00000413295
12,ENST00000550154
12,ENST00000550011
12,ENST00000551076
12,ENST00000266481
12,ENST00000553257
12,ENST00000703371
12,ENST00000229179
12,ENST00000535718
12,ENST00000539906
12,ENST00000513209
12,ENST00000377037
12,ENST00000338359
12,ENST00000546355
12,ENST00000324038
12,ENST00000389727
12,ENST00000430606
12,ENST00000393543
12,ENST00000541686
12,ENST00000411698
12,ENST00000539972
12,ENST00000303145
12,ENST00000549701
12,ENST00000540418
12,ENST00000357874
12,ENST00000328087
12,ENST00000538666
12,ENST00000229134
12,ENST00000229135
12,ENST00000266736
12,ENST00000548310
12,ENST00000553023
12,ENST00000703372
12,ENST00000378905
12,ENST00000538993
12,ENST00000538549
12,ENST00000682720
12,ENST00000551476
12,ENST00000358214
12,ENST00000703362
12,ENST00000397333
12,ENST00000261406
12,ENST00000607161
12,ENST00000539196
12,ENST00000599672
12,ENST00000536742
12,ENST00000327554
12,ENST00000539847
12,ENST00000337179
12,ENST00000415493
12,ENST00000550056
12,ENST00000549992
12,ENST00000542893
12,ENST00000548662
12,ENST00000546925
12,ENST00000538972
12,ENST00000538677
12,ENST00000536974
12,ENST00000700689
12,ENST00000700688
12,ENST00000700687
12,ENST00000424268
12,ENST00000700686
12,ENST00000700685
12,ENST00000553143
12,ENST00000547153
12,ENST00000547014
12,ENST00000366272
12,ENST00000551065
12,ENST00000552033
12,ENST00000703361
12,ENST00000547078
12,ENST00000552951
12,ENST00000637147
12,ENST00000622317
12,ENST00000547750
12,ENST00000280749
12,ENST00000548583
12,ENST00000547932
12,ENST00000551643
12,ENST00000548671
12,ENST00000546757
12,ENST00000548483
12,ENST00000703360
12,ENST00000543473
12,ENST00000330386
12,ENST00000703283
12,ENST00000333577
12,ENST00000332482
12,ENST00000389561
12,ENST00000228644
12,ENST00000650064
12,ENST00000541954
12,ENST00000330579
12,ENST00000552983
12,ENST00000332896
12,ENST00000452533
12,ENST00000442218
12,ENST00000442892
12,ENST00000549243
12,ENST00000551927
12,ENST00000547544
12,ENST00000611266
12,ENST00000318066
12,ENST00000550657
12,ENST00000549833
12,ENST00000549490
12,ENST00000552442
12,ENST00000524622
12,ENST00000524923
12,ENST00000528240
12,ENST00000532804
12,ENST00000449076
12,ENST00000316577
12,ENST00000532757
12,ENST00000531122
12,ENST00000526532
12,ENST00000533446
12,ENST00000525978
12,ENST00000524668
12,ENST00000533607
12,ENST00000289004
12,ENST00000543163
12,ENST00000266483
12,ENST00000538927
12,ENST00000549646
12,ENST00000550628
12,ENST00000549570
12,ENST00000553139
12,ENST00000538307
12,ENST00000416904
12,ENST00000548884
12,ENST00000649582
12,ENST00000392986
12,ENST00000321046
12,ENST00000549996
12,ENST00000648861
12,ENST00000546380
12,ENST00000548621
12,ENST00000551379
12,ENST00000188403
12,ENST00000541875
12,ENST00000551184
12,ENST00000280756
12,ENST00000547242
12,ENST00000551489
12,ENST00000550344
12,ENST00000547081
12,ENST00000551813
12,ENST00000393249
12,ENST00000261183
12,ENST00000393250
12,ENST00000547540
12,ENST00000546946
12,ENST00000548341
12,ENST00000548125
12,ENST00000550925
12,ENST00000644744
12,ENST00000646633
12,ENST00000548101
12,ENST00000550736
12,ENST00000550496
12,ENST00000535095
12,ENST00000323666
12,ENST00000546753
12,ENST00000261220
12,ENST00000549502
12,ENST00000553151
12,ENST00000550777
12,ENST00000551840
12,ENST00000549808
12,ENST00000546931
12,ENST00000552397
12,ENST00000305879
12,ENST00000641654
12,ENST00000393630
12,ENST00000546600
12,ENST00000547095
12,ENST00000552738
12,ENST00000393629
12,ENST00000552115
12,ENST00000549286
12,ENST00000228347
12,ENST00000539066
12,ENST00000552029
12,ENST00000240050
12,ENST00000392830
12,ENST00000228641
12,ENST00000357116
12,ENST00000552044
12,ENST00000369367
12,ENST00000465950
12,ENST00000549162
12,ENST00000550893
12,ENST00000547018
12,ENST00000551391
12,ENST00000266589
12,ENST00000395454
12,ENST00000395453
12,ENST00000538425
12,ENST00000347404
12,ENST00000541908
12,ENST00000398864
12,ENST00000673644
12,ENST00000360995
12,ENST00000673824
12,ENST00000512223
12,ENST00000398731
12,ENST00000258526
12,ENST00000551850
12,ENST00000549217
12,ENST00000550080
12,ENST00000547057
12,ENST00000545312
12,ENST00000266508
12,ENST00000341259
12,ENST00000556415
12,ENST00000349394
12,ENST00000519948
12,ENST00000299314
12,ENST00000549738
12,ENST00000550718
12,ENST00000549940
12,ENST00000552681
12,ENST00000392919
12,ENST00000549165
12,ENST00000261208
12,ENST00000544080
12,ENST00000538703
12,ENST00000546999
12,ENST00000548808
12,ENST00000552509
12,ENST00000546579
12,ENST00000541929
12,ENST00000416293
12,ENST00000261733
12,ENST00000548536
12,ENST00000549106
12,ENST00000341809
12,ENST00000553168
12,ENST00000266754
12,ENST00000547754
12,ENST00000550295
12,ENST00000500685
12,ENST00000542923
12,ENST00000535501
12,ENST00000540536
12,ENST00000261211
12,ENST00000543119
12,ENST00000542666
12,ENST00000551816
12,ENST00000552496
12,ENST00000548734
12,ENST00000552262
12,ENST00000548712
12,ENST00000279907
12,ENST00000545232
12,ENST00000356828
12,ENST00000548045
12,ENST00000537247
12,ENST00000551973
12,ENST00000551980
12,ENST00000547428
12,ENST00000312143
12,ENST00000552995
12,ENST00000550402
12,ENST00000550573
12,ENST00000549466
12,ENST00000412676
12,ENST00000538761
12,ENST00000240079
12,ENST00000544341
12,ENST00000545679
12,ENST00000550544
12,ENST00000552854
12,ENST00000539410
12,ENST00000343028
12,ENST00000549056
12,ENST00000261226
12,ENST00000551457
12,ENST00000548918
12,ENST00000556529
12,ENST00000398675
12,ENST00000280876
12,ENST00000262059
12,ENST00000546443
12,ENST00000430117
12,ENST00000548263
12,ENST00000550804
12,ENST00000553097
12,ENST00000551900
12,ENST00000549784
12,ENST00000549173
12,ENST00000548177
12,ENST00000552623
12,ENST00000549349
12,ENST00000549688
12,ENST00000261263
12,ENST00000549876
12,ENST00000344280
12,ENST00000546947
12,ENST00000546803
12,ENST00000546386
12,ENST00000546619
12,ENST00000549569
12,ENST00000549974
12,ENST00000551662
12,ENST00000545344
12,ENST00000545303
12,ENST00000537406
12,ENST00000535260
12,ENST00000543882
12,ENST00000543655
12,ENST00000535819
12,ENST00000543803
12,ENST00000542019
12,ENST00000539741
12,ENST00000543088
12,ENST00000535423
12,ENST00000553109
12,ENST00000512808
12,ENST00000299300
12,ENST00000544368
12,ENST00000550010
12,ENST00000543146
12,ENST00000321196
12,ENST00000548305
12,ENST00000546590
12,ENST00000549919
12,ENST00000258530
12,ENST00000547439
12,ENST00000539978
12,ENST00000546731
12,ENST00000545600
12,ENST00000412716
12,ENST00000549555
12,ENST00000439799
12,ENST00000552789
12,ENST00000413268
12,ENST00000548852
12,ENST00000535215
12,ENST00000546076
12,ENST00000545802
12,ENST00000549608
12,ENST00000673861
12,ENST00000550270
12,ENST00000551300
12,ENST00000541119
12,ENST00000536007
12,ENST00000545503
12,ENST00000553190
12,ENST00000361466
12,ENST00000549145
12,ENST00000361685
12,ENST00000547509
12,ENST00000392934
12,ENST00000452455
12,ENST00000547405
12,ENST00000550514
12,ENST00000548481
12,ENST00000348761
12,ENST00000347616
12,ENST00000228740
12,ENST00000261177
12,ENST00000542129
12,ENST00000228264
12,ENST00000551744
12,ENST00000550459
12,ENST00000251074
12,ENST00000539079
12,ENST00000441917
12,ENST00000541887
12,ENST00000261819
12,ENST00000535482
12,ENST00000544442
12,ENST00000539871
12,ENST00000536837
12,ENST00000539702
12,ENST00000547849
12,ENST00000545115
12,ENST00000544652
12,ENST00000535317
12,ENST00000542244
12,ENST00000543756
12,ENST00000350437
12,ENST00000545668
12,ENST00000415475
12,ENST00000539049
12,ENST00000540935
12,ENST00000435753
12,ENST00000438391
12,ENST00000542838
12,ENST00000538345
12,ENST00000552913
12,ENST00000552248
12,ENST00000548005
12,ENST00000535293
12,ENST00000635033
12,ENST00000705822
12,ENST00000551310
12,ENST00000428670
12,ENST00000359142
12,ENST00000393736
12,ENST00000537647
12,ENST00000545567
12,ENST00000546331
12,ENST00000536465
12,ENST00000538313
12,ENST00000543699
12,ENST00000256953
12,ENST00000547474
12,ENST00000548729
12,ENST00000546830
12,ENST00000547274
12,ENST00000549504
12,ENST00000548715
12,ENST00000547496
12,ENST00000549035
12,ENST00000313546
12,ENST00000393179
12,ENST00000548498
12,ENST00000547002
12,ENST00000529983
12,ENST00000547269
12,ENST00000542602
12,ENST00000261817
12,ENST00000551424
12,ENST00000547702
12,ENST00000551295
12,ENST00000552160
12,ENST00000547680
12,ENST00000551086
12,ENST00000395758
12,ENST00000550207
12,ENST00000652176
12,ENST00000548411
12,ENST00000551848
12,ENST00000537950
12,ENST00000538613
12,ENST00000667884
12,ENST00000240662
12,ENST00000343702
12,ENST00000344911
12,ENST00000538383
12,ENST00000553059
12,ENST00000674345
12,ENST00000547980
12,ENST00000705786
12,ENST00000550716
12,ENST00000541212
12,ENST00000537407
12,ENST00000540962
12,ENST00000665145
12,ENST00000700656
12,ENST00000552283
12,ENST00000455982
12,ENST00000378026
12,ENST00000553039
12,ENST00000322349
12,ENST00000418984
12,ENST00000549790
12,ENST00000553019
12,ENST00000392837
12,ENST00000550215
12,ENST00000392839
12,ENST00000548914
12,ENST00000355478
12,ENST00000552619
12,ENST00000549643
12,ENST00000462949
12,ENST00000470960
12,ENST00000546449
12,ENST00000008527
12,ENST00000549356
12,ENST00000322886
12,ENST00000416496
12,ENST00000550669
12,ENST00000552907
12,ENST00000551058
12,ENST00000547316
12,ENST00000344271
12,ENST00000622746
12,ENST00000549510
12,ENST00000551883
12,ENST00000547229
12,ENST00000425012
12,ENST00000549732
12,ENST00000604900
12,ENST00000436900
12,ENST00000551313
12,ENST00000449723
12,ENST00000311083
12,ENST00000552330
12,ENST00000546966
12,ENST00000547435
12,ENST00000243052
12,ENST00000611899
12,ENST00000376874
12,ENST00000550285
12,ENST00000550620
12,ENST00000652555
12,ENST00000455858
12,ENST00000309909
12,ENST00000340600
12,ENST00000549206
12,ENST00000536696
12,ENST00000548091
12,ENST00000549122
12,ENST00000548537
12,ENST00000549887
12,ENST00000551556
12,ENST00000538346
12,ENST00000636882
12,ENST00000549011
12,ENST00000547034
12,ENST00000548377
12,ENST00000549179
12,ENST00000548710
12,ENST00000549412
12,ENST00000550643
12,ENST00000548654
12,ENST00000549538
12,ENST00000550997
12,ENST00000532332
12,ENST00000451891
12,ENST00000257860
12,ENST00000229402
12,ENST00000536262
12,ENST00000553778
12,ENST00000637336
12,ENST00000550977
12,ENST00000543615
12,ENST00000539004
12,ENST00000542983
12,ENST00000544921
12,ENST00000454658
12,ENST00000337682
12,ENST00000539409
12,ENST00000339824
12,ENST00000425217
12,ENST00000280557
12,ENST00000524981
12,ENST00000652304
12,ENST00000549298
12,ENST00000553127
12,ENST00000266712
12,ENST00000551088
12,ENST00000706286
12,ENST00000706285
12,ENST00000706284
12,ENST00000547525
12,ENST00000551638
12,ENST00000332082
12,ENST00000549903
12,ENST00000706283
12,ENST00000706282
12,ENST00000706281
12,ENST00000552918
12,ENST00000706280
12,ENST00000706278
12,ENST00000392373
12,ENST00000261653
12,ENST00000229330
12,ENST00000544223
12,ENST00000550444
12,ENST00000549045
12,ENST00000552171
12,ENST00000547865
12,ENST00000548777
12,ENST00000551540
12,ENST00000321898
12,ENST00000706279
12,ENST00000690097
12,ENST00000544619
12,ENST00000540525
12,ENST00000354310
12,ENST00000537672
12,ENST00000293745
12,ENST00000305620
12,ENST00000247843
12,ENST00000548020
12,ENST00000549685
12,ENST00000552955
12,ENST00000549343
12,ENST00000267119
12,ENST00000546577
12,ENST00000551275
12,ENST00000549420
12,ENST00000551188
12,ENST00000548409
12,ENST00000252242
12,ENST00000330722
12,ENST00000252250
12,ENST00000252252
12,ENST00000252245
12,ENST00000257974
12,ENST00000257951
12,ENST00000544265
12,ENST00000257901
12,ENST00000293670
12,ENST00000550829
12,ENST00000549979
12,ENST00000308666
12,ENST00000305748
12,ENST00000548184
12,ENST00000546840
12,ENST00000447799
12,ENST00000392876
12,ENST00000415849
12,ENST00000229395
12,ENST00000544111
12,ENST00000546072
12,ENST00000327214
12,ENST00000643019
12,ENST00000538373
12,ENST00000541947
12,ENST00000327741
12,ENST00000539540
12,ENST00000545666
12,ENST00000535002
12,ENST00000543172
12,ENST00000536215
12,ENST00000540433
12,ENST00000538211
12,ENST00000540854
12,ENST00000538164
12,ENST00000696989
12,ENST00000359742
12,ENST00000398016
12,ENST00000552855
12,ENST00000542309
12,ENST00000525566
12,ENST00000293525
12,ENST00000553310
12,ENST00000552895
12,ENST00000644176
12,ENST00000550503
12,ENST00000397909
12,ENST00000536525
12,ENST00000549464
12,ENST00000550042
12,ENST00000549182
12,ENST00000360150
12,ENST00000552137
12,ENST00000547116
12,ENST00000182377
12,ENST00000693163
12,ENST00000536681
12,ENST00000692223
12,ENST00000547759
12,ENST00000551451
12,ENST00000691273
12,ENST00000686419
12,ENST00000551193
12,ENST00000690162
12,ENST00000686305
12,ENST00000696792
12,ENST00000696796
12,ENST00000696795
12,ENST00000550788
12,ENST00000548909
12,ENST00000551467
12,ENST00000546509
12,ENST00000331817
12,ENST00000394815
12,ENST00000313234
12,ENST00000357103
12,ENST00000537625
12,ENST00000416494
12,ENST00000197268
12,ENST00000548441
12,ENST00000552132
12,ENST00000550353
12,ENST00000537784
12,ENST00000382722
12,ENST00000423955
12,ENST00000444595
12,ENST00000538450
12,ENST00000587995
12,ENST00000585385
12,ENST00000588077
12,ENST00000538027
12,ENST00000536846
12,ENST00000586184
12,ENST00000585708
12,ENST00000537923
12,ENST00000585732
12,ENST00000546839
12,ENST00000552155
12,ENST00000545595
12,ENST00000526266
12,ENST00000503506
12,ENST00000618286
12,ENST00000673712
12,ENST00000674096
12,ENST00000323346
12,ENST00000392989
12,ENST00000554578
12,ENST00000332782
12,ENST00000557176
12,ENST00000546246
12,ENST00000553489
12,ENST00000419234
12,ENST00000327551
12,ENST00000229266
12,ENST00000549872
12,ENST00000549128
12,ENST00000552351
12,ENST00000552215
12,ENST00000552329
12,ENST00000546873
12,ENST00000555646
12,ENST00000418572
12,ENST00000557235
12,ENST00000652398
12,ENST00000698193
12,ENST00000698192
12,ENST00000652624
12,ENST00000398004
12,ENST00000534885
12,ENST00000162749
12,ENST00000437813
12,ENST00000543111
12,ENST00000542388
12,ENST00000457040
12,ENST00000261178
12,ENST00000311001
12,ENST00000546179
12,ENST00000395901
12,ENST00000544915
12,ENST00000266503
12,ENST00000536194
12,ENST00000543048
12,ENST00000539372
12,ENST00000650805
12,ENST00000540022
12,ENST00000440083
12,ENST00000535958
12,ENST00000338146
12,ENST00000551346
12,ENST00000441390
12,ENST00000442111
12,ENST00000281703
12,ENST00000539044
12,ENST00000413816
12,ENST00000537468
12,ENST00000698340
12,ENST00000698339
12,ENST00000543995
12,ENST00000652741
12,ENST00000651915
12,ENST00000698186
12,ENST00000447878
12,ENST00000546277
12,ENST00000539335
12,ENST00000537054
12,ENST00000318184
12,ENST00000539117
12,ENST00000359236
12,ENST00000538357
12,ENST00000266743
12,ENST00000527335
12,ENST00000392927
12,ENST00000527688
12,ENST00000228510
12,ENST00000524698
12,ENST00000392924
12,ENST00000526580
12,ENST00000526950
12,ENST00000529751
12,ENST00000529546
12,ENST00000531689
12,ENST00000526390
12,ENST00000531691
12,ENST00000526691
12,ENST00000551733
12,ENST00000315520
12,ENST00000615425
12,ENST00000529784
12,ENST00000550361
12,ENST00000539696
12,ENST00000545774
12,ENST00000698180
12,ENST00000651301
12,ENST00000314128
12,ENST00000349155
12,ENST00000257566
12,ENST00000229201
12,ENST00000553532
12,ENST00000396400
12,ENST00000610966
12,ENST00000550436
12,ENST00000546618
12,ENST00000381847
12,ENST00000537237
12,ENST00000390677
12,ENST00000228811
12,ENST00000544994
12,ENST00000240691
12,ENST00000240615
12,ENST00000240687
12,ENST00000636996
12,ENST00000697196
12,ENST00000697195
12,ENST00000392727
12,ENST00000419717
12,ENST00000545940
12,ENST00000673940
12,ENST00000540107
12,ENST00000539751
12,ENST00000696791
12,ENST00000552309
12,ENST00000549612
12,ENST00000552510
12,ENST00000695929
12,ENST00000550097
12,ENST00000332160
12,ENST00000547104
12,ENST00000550502
12,ENST00000548553
12,ENST00000695902
12,ENST00000355086
12,ENST00000631006
12,ENST00000542209
12,ENST00000538147
12,ENST00000541083
12,ENST00000306389
12,ENST00000439061
12,ENST00000324472
12,ENST00000639680
12,ENST00000639306
12,ENST00000382545
12,ENST00000280684
12,ENST00000535354
12,ENST00000542998
12,ENST00000252318
12,ENST00000544741
12,ENST00000262053
12,ENST00000551831
12,ENST00000552487
12,ENST00000551456
12,ENST00000307435
12,ENST00000309668
12,ENST00000228682
12,ENST00000532291
12,ENST00000543426
12,ENST00000546141
12,ENST00000528432
12,ENST00000528467
12,ENST00000402465
12,ENST00000398455
12,ENST00000695931
12,ENST00000695930
12,ENST00000648836
12,ENST00000424809
12,ENST00000550399
12,ENST00000550288
12,ENST00000393791
12,ENST00000430041
12,ENST00000550130
12,ENST00000548139
12,ENST00000552604
12,ENST00000551452
12,ENST00000552066
12,ENST00000549602
12,ENST00000552249
12,ENST00000398458
12,ENST00000393797
12,ENST00000538603
12,ENST00000540688
12,ENST00000266544
12,ENST00000536117
12,ENST00000544927
12,ENST00000538817
12,ENST00000352618
12,ENST00000228843
12,ENST00000442992
12,ENST00000535558
12,ENST00000398012
12,ENST00000544110
12,ENST00000536886
12,ENST00000536346
12,ENST00000642841
12,ENST00000548887
12,ENST00000551351
12,ENST00000546805
12,ENST00000355673
12,ENST00000546632
12,ENST00000549623
12,ENST00000552255
12,ENST00000549042
12,ENST00000552659
12,ENST00000547545
12,ENST00000552163
12,ENST00000547844
12,ENST00000543380
12,ENST00000544173
12,ENST00000543431
12,ENST00000539701
12,ENST00000551172
12,ENST00000536414
12,ENST00000540967
12,ENST00000228850
12,ENST00000537638
12,ENST00000545888
12,ENST00000547501
12,ENST00000551431
12,ENST00000549074
12,ENST00000628866
12,ENST00000262027
12,ENST00000552007
12,ENST00000551892
12,ENST00000535050
12,ENST00000545990
12,ENST00000544671
12,ENST00000010132
12,ENST00000540757
12,ENST00000539309
12,ENST00000537719
12,ENST00000630571
12,ENST00000630803
12,ENST00000552371
12,ENST00000548944
12,ENST00000552914
12,ENST00000547665
12,ENST00000552499
12,ENST00000536588
12,ENST00000442295
12,ENST00000553066
12,ENST00000550443
12,ENST00000396570
12,ENST00000641376
12,ENST00000360500
12,ENST00000352620
12,ENST00000345999
12,ENST00000229332
12,ENST00000543818
12,ENST00000299194
12,ENST00000535041
12,ENST00000546167
12,ENST00000543694
12,ENST00000280665
12,ENST00000543381
12,ENST00000540622
12,ENST00000535873
12,ENST00000638334
12,ENST00000639841
12,ENST00000540083
12,ENST00000541948
12,ENST00000639167
12,ENST00000639811
12,ENST00000638787
